,userid,friendid
237,3096,7017
238,3096,9980
239,3096,2229
240,3096,6125
241,3096,5901
242,3096,8117
243,12101,274
244,12101,2028
245,12101,7362
246,12101,1730
247,12101,9597
248,12101,11875
249,12101,11445
250,12101,10547
251,12101,10011
252,12101,16403
253,12101,9047
254,12101,7171
255,12101,4137
256,12101,8785
257,12101,4924
258,12101,11368
259,12101,11145
260,12101,16239
261,12101,11651
262,12101,17027
263,12101,4295
264,12101,11018
265,12101,11067
266,12101,17178
267,12101,14381
268,3315,14372
269,3315,3102
270,3315,5970
271,3315,1984
272,3315,16669
273,3315,11386
274,3315,7129
275,3315,16217
276,3315,13442
277,3315,9485
278,3315,8936
279,3315,12340
280,3315,15597
281,3315,6840
282,3319,4396
283,3352,15827
284,3352,13551
285,3352,652
286,3352,5447
287,3352,14214
288,3352,1952
289,3352,15966
290,3352,11969
291,3352,5781
292,3352,856
293,3352,14087
294,3352,14068
295,3352,6391
296,3352,13564
297,3352,5768
298,3352,2133
299,3352,589
300,3352,529
301,3457,7487
302,3457,8271
303,3457,4107
304,3488,2095
305,4268,2182
306,631,15449
307,631,926
308,631,11629
309,6081,446
310,6081,4357
311,6425,9472
312,4078,7049
313,4247,7728
314,4247,15449
315,4247,13213
316,4247,1841
317,12296,4454
318,12296,783
319,12296,3588
320,12296,16143
321,12296,140
322,12296,2854
323,4322,5673
324,4353,102
325,4353,4445
326,4158,16272
327,5205,11882
328,5205,13417
329,5205,11055
330,5205,14427
331,4779,10528
332,4779,8502
333,4779,2518
334,4779,6715
335,4779,11680
336,4779,2259
337,4924,9854
338,4924,975
339,4924,16147
340,4924,11445
341,4924,10101
342,4924,9788
343,4924,1297
344,4924,4887
345,4924,9410
346,4924,9826
347,4924,1730
348,4924,9575
349,4924,15174
350,4924,7019
351,4924,1178
352,4924,14381
353,4924,7359
354,4924,4133
355,4924,10342
356,4924,15323
357,4924,12365
358,4924,15327
359,4924,4048
360,4924,5424
361,4924,12437
362,4924,15429
363,4924,252
364,4924,17178
365,4924,4015
366,4924,12677
367,4924,9674
368,4924,2697
369,4985,10047
370,4985,10984
371,4985,7053
372,4985,10072
373,4985,7592
374,4985,2259
375,4985,11740
376,4985,14788
377,4985,1733
378,876,5215
379,6606,10524
380,6606,14853
381,6606,7805
382,6606,11063
383,6606,10016
384,6606,16487
385,6606,7754
386,6606,13422
387,6606,9288
388,6606,10518
389,6606,1900
390,6606,11498
391,6606,2910
392,6606,13722
393,6606,1907
394,6606,9590
395,6606,5259
396,6606,3408
397,6606,9703
398,6606,5253
399,6606,13092
400,6606,8318
401,6606,8229
402,6606,7666
403,6606,8113
404,6606,4151
405,6606,8899
406,6606,2004
407,6606,5686
408,6606,746
409,6606,667
410,6606,11755
411,6606,1214
412,5150,9319
413,5150,2147
414,16098,12121
415,16098,2070
416,16098,5233
417,16098,3489
418,16098,15012
419,16098,7952
420,16098,5215
421,16098,4703
422,16098,11317
423,16098,11424
424,16098,4437
425,16098,17008
426,16098,8471
427,16098,17027
428,16098,13380
429,16098,4924
430,16098,16898
431,16098,9347
432,16098,15594
433,16098,2303
434,16098,4675
435,16098,3504
436,16098,10498
437,16098,16525
438,16098,8999
439,16098,1947
440,16098,1730
441,16098,16092
442,16098,8092
443,16098,9826
444,16098,6668
445,16098,4295
446,16098,4966
447,16098,14025
448,16098,9726
449,16098,6706
450,16098,3993
451,16098,12101
452,16098,7227
453,16098,7496
454,16098,14207
455,16098,9203
456,16098,1096
457,5391,9735
458,5391,14247
459,5391,8313
460,5391,12378
461,5391,15347
462,5391,3909
463,5391,9134
464,5391,8541
465,5391,12855
466,5391,5096
467,5391,5788
468,5391,1977
469,5391,13361
470,5391,1822
471,5391,12090
472,5391,14997
473,5391,10624
474,5391,1162
475,5391,4647
476,5391,3696
477,5391,8630
478,15892,5795
479,15892,10268
480,15892,1624
481,15892,12314
482,15892,6056
483,15892,442
484,15892,14173
485,15892,9544
486,15892,6672
487,15892,7496
488,15892,4641
489,15892,3147
490,15892,1178
491,15892,5133
492,5459,13046
493,5459,16873
494,5459,16836
495,5459,528
496,5459,15516
497,5562,15576
498,3732,9002
499,3732,5051
500,3732,2213
501,3732,4277
502,3732,15317
503,3732,3519
504,3732,7253
505,3732,13400
506,3732,14203
507,3732,11397
508,3732,11606
509,3732,2108
510,6721,11117
511,6721,7995
512,12536,10722
513,12536,8331
514,6706,16984
515,6706,13337
516,6706,13112
517,6706,6431
518,6706,8894
519,6706,14375
520,6706,10777
521,6706,8069
522,6706,14793
523,6706,4997
524,6706,4882
525,6706,800
526,6706,9788
527,6706,6975
528,6706,10342
529,6706,5581
530,5933,11555
531,5933,5129
532,5978,7620
533,5978,13397
534,5978,14365
535,5978,7684
536,5978,2258
537,5978,10104
538,5978,10869
539,5978,5581
540,12562,16761
541,12562,292
542,12562,14801
543,12562,15953
544,12562,11731
545,12562,15816
546,12562,11129
547,12562,15591
548,12562,12291
549,12562,634
550,12562,13103
551,12562,8285
552,12562,1154
553,12562,6286
554,12562,14082
555,12562,14012
556,12562,13674
557,12562,6186
558,12562,2462
559,12562,4430
560,12562,3229
561,12562,10130
562,12562,12815
563,12562,7316
564,12562,1520
565,12562,12090
566,2260,554
567,6147,5681
568,6147,549
569,2663,310
570,6258,10587
571,6258,12244
572,6258,5847
573,6258,8845
574,6258,4128
575,6258,9739
576,6258,1273
577,6258,405
578,6258,3660
579,6258,2646
580,6258,13485
581,6258,3966
582,6258,2838
583,6258,11133
584,6258,9118
585,6258,9355
586,6258,16394
587,6258,3284
588,6258,14508
589,6258,8241
590,6272,6931
591,6272,10132
592,6272,8383
593,6272,1468
594,6272,117
595,6272,5712
596,6272,7801
597,6272,11117
598,6272,5487
599,6272,16689
600,6272,1900
601,6272,3046
602,6272,1028
603,6272,15598
604,6272,13722
605,6272,1210
606,6808,14722
607,6808,4286
608,6808,12007
609,6808,15576
610,6808,11591
611,6808,14259
612,6808,17201
613,6808,16507
614,6808,16051
615,6292,786
616,6292,5284
617,3452,357
618,3452,12879
619,3452,15731
620,3452,12547
621,3452,4282
622,3452,3660
623,3452,15538
624,3452,10243
625,3452,12214
626,3452,3179
627,3452,4482
628,3452,6515
629,3452,16234
630,3452,11617
631,3452,8749
632,3452,14788
633,3452,8283
634,3452,14354
635,3452,4872
636,3452,4406
637,3452,13800
638,3452,10252
639,3452,6926
640,3452,13872
641,3452,1834
642,3452,2292
643,3452,2098
644,3452,12197
645,3452,6671
646,3452,3511
647,3452,9665
648,3452,8663
649,3452,8827
650,3452,8265
651,3452,1293
652,3452,15099
653,3452,11578
654,3452,8018
655,3452,1814
656,3452,1885
657,3452,15437
658,3452,9950
659,3452,12225
660,3452,7854
661,3452,11655
662,3452,15610
663,3452,12620
664,3452,13073
665,3452,2354
666,3452,360
667,3452,6113
668,3452,9769
669,3452,13328
670,3452,4190
671,3452,12692
672,3452,3101
673,3452,7284
674,3452,16060
675,3452,15295
676,3452,7220
677,6348,1166
678,6348,14924
679,6348,1767
680,6348,13728
681,6348,14549
682,6348,2707
683,6349,237
684,6349,8532
685,6448,9274
686,6448,6514
687,6448,10675
688,6455,8271
689,6455,11167
690,6455,7563
691,6464,11247
692,6464,524
693,6464,16646
694,6464,1154
695,6464,4921
696,6464,7029
697,6464,7675
698,6464,6676
699,6464,11841
700,6464,11851
701,6464,9217
702,6464,10591
703,6464,3595
704,6464,3208
705,6464,13311
706,1526,10484
707,1526,11339
708,6530,8271
709,6530,16952
710,6539,7365
711,6539,14195
712,6539,5052
713,6620,15246
714,6620,1567
715,6620,6284
716,6620,1635
717,6620,12350
718,6620,16777
719,6620,11290
720,6620,7694
721,6620,744
722,6620,12810
723,6620,8806
724,6620,4278
725,6620,9840
726,6620,11729
727,6620,13570
728,6620,5274
729,6620,5036
730,6620,9504
731,6620,13644
732,6620,7961
733,6620,3210
734,6620,7739
735,6620,12357
736,6620,4713
737,6620,1675
738,6620,12125
739,6620,5470
740,6620,10661
741,6620,8340
742,6620,9653
743,6620,15673
744,6620,221
745,6620,16214
746,6620,4693
747,6620,12752
748,6620,4464
749,6620,10129
750,6620,11797
751,6620,3902
752,6620,14467
753,6620,10624
754,6719,5788
755,6719,15052
756,6719,4811
757,6719,6099
758,6719,8331
759,6733,14459
760,6733,13524
761,6733,16597
762,6733,10941
763,6733,10469
764,6733,9680
765,6733,7611
766,6733,5021
767,6733,2657
768,6733,2558
769,6733,2067
770,6733,316
771,6733,2447
772,6733,1907
773,6733,14050
774,6733,1214
775,6733,1285
776,6733,4384
777,6733,11306
778,6733,10075
779,6733,16492
780,6733,8970
781,6733,16159
782,6733,13770
783,6733,7459
784,6733,251
785,6733,15038
786,6733,3892
787,6733,16420
788,6733,5712
789,6733,10484
790,6733,2908
791,6733,11431
792,6733,10216
793,6733,12218
794,6733,15943
795,6733,2251
796,6733,1173
797,6733,8060
798,6733,13141
799,6733,7919
800,6733,11846
801,6733,15672
802,6733,15497
803,6733,2539
804,4711,2854
805,6456,10816
806,6456,12542
807,6456,15506
808,6860,3411
809,6885,292
810,6885,2033
811,6986,15803
812,7141,15542
813,7141,2153
814,7141,642
815,12746,339
816,12746,10633
817,12746,2660
818,12746,732
819,12746,15120
820,12746,11309
821,12746,1334
822,12746,2809
823,12746,9963
824,12746,8775
825,12746,11207
826,12746,15667
827,12746,2365
828,12746,15437
829,12746,412
830,12746,10795
831,12746,13694
832,12746,326
833,12746,10885
834,12746,16715
835,12746,764
836,12746,1993
837,12746,9777
838,12746,16654
839,12746,3614
840,12746,561
841,12746,14887
842,12746,10750
843,12746,2697
844,12746,1209
845,12746,6203
846,12746,1514
847,12746,2171
848,12746,13701
849,14647,3799
850,9394,12451
851,7362,7660
852,7362,6990
853,7362,2937
854,7362,6968
855,7362,15441
856,7362,5442
857,7362,11310
858,7362,2856
859,7362,4206
860,7362,4193
861,7362,16547
862,7362,12637
863,7362,4137
864,7362,15081
865,7362,11025
866,72,14487
867,7003,14427
868,7003,3469
869,7003,15293
870,7003,2690
871,7003,15199
872,7003,2486
873,7003,13243
874,7003,11760
875,7003,11216
876,7003,12535
877,7003,12035
878,7003,9041
879,7003,15506
880,7003,11375
881,7003,15137
882,7003,13073
883,7003,1218
884,7003,12990
885,7003,3704
886,7003,12208
887,7003,8229
888,7003,9355
889,7003,16565
890,7003,10232
891,7003,11515
892,7003,13986
893,7003,9126
894,7003,21
895,7003,2908
896,7003,2809
897,7003,13004
898,7003,14467
899,7003,14561
900,7003,2171
901,7003,4740
902,7003,1244
903,7003,11189
904,7003,7225
905,7003,14621
906,7003,4694
907,7003,6167
908,7003,14167
909,7003,16326
910,7003,10094
911,7003,13223
912,7003,1251
913,7003,16574
914,7003,15354
915,7003,293
916,7003,11261
917,7003,16777
918,7003,14066
919,7682,6951
920,7682,12289
921,7682,384
922,7682,9104
923,7682,9782
924,7682,11194
925,7682,12786
926,7682,16157
927,7682,7700
928,7682,14149
929,11513,16995
930,7974,7396
931,7974,2798
932,7974,5823
933,7974,11207
934,7974,16726
935,7974,13310
936,7974,1681
937,7974,8370
938,7974,7882
939,7974,13724
940,7974,6240
941,7974,11873
942,7974,17155
943,7974,8751
944,7974,4161
945,7974,14196
946,7974,12132
947,7974,14334
948,7974,8538
949,13234,14983
950,13234,12169
951,7099,1615
952,7099,8465
953,7099,9436
954,8133,16484
955,8133,12139
956,8133,3263
957,8133,16453
958,8133,10419
959,8133,10847
960,8133,16845
961,8133,14958
962,8133,6730
963,8133,14799
964,8133,4947
965,8133,11207
966,8133,4440
967,8133,5028
968,8133,13527
969,8133,6126
970,8133,15427
971,8133,7954
972,8152,3703
973,8152,8434
974,8152,5028
975,8152,16045
976,8194,8641
977,8194,3408
978,8194,11427
979,8375,10177
980,15458,12945
981,15458,16922
982,15458,11355
983,8606,15576
984,12226,8730
985,12226,14652
986,12226,1854
987,12226,4058
988,12226,10398
989,4041,12704
990,2156,10251
991,2156,4974
992,9210,6427
993,9210,7272
994,9210,8412
995,9233,13540
996,9242,11884
997,13649,7188
998,13649,6552
999,13649,15361
1000,13649,3452
1001,9323,14637
1002,9323,7518
1003,9323,2022
1004,9323,6119
1005,9323,11247
1006,9323,8432
1007,9323,3938
1008,9323,2520
1009,9323,305
1010,9323,10592
1011,9348,4924
1012,9348,15505
1013,9348,2772
1014,9378,14225
1015,9378,8102
1016,9378,10075
1017,9564,5543
1018,9564,749
1019,9564,15576
1020,9609,10890
1021,9609,8745
1022,9609,10533
1023,9609,4745
1024,9609,15771
1025,9609,694
1026,9609,6258
1027,9609,13446
1028,9609,12112
1029,9609,10715
1030,9609,6391
1031,9609,7501
1032,9609,15619
1033,9609,17078
1034,9609,7848
1035,9609,7365
1036,9609,10270
1037,9609,3381
1038,9609,12878
1039,9609,9177
1040,9609,14843
1041,9609,3704
1042,9609,13957
1043,9609,10939
1044,9609,10976
1045,9609,13455
1046,9609,5325
1047,9609,7675
1048,9609,4287
1049,9609,5362
1050,9609,15352
1051,9609,14858
1052,9609,10022
1053,9609,1885
1054,9609,10484
1055,9702,6807
1056,9707,755
1057,9707,156
1058,9707,1916
1059,9707,8906
1060,10437,17078
1061,10437,14066
1062,10437,8049
1063,10437,12122
1064,10437,2098
1065,10437,9836
1066,10437,3746
1067,10437,11431
1068,10437,10087
1069,10437,8213
1070,10501,12707
1071,10501,3935
1072,10501,3696
1073,10501,10204
1074,15231,11117
1075,12343,11375
1076,12343,12710
1077,10763,999
1078,10763,5028
1079,12922,13266
1080,10995,14674
1081,14053,9145
1082,14053,521
1083,14053,10499
1084,14053,8069
1085,14053,221
1086,14053,9203
1087,14053,10013
1088,14053,5959
1089,14053,8887
1090,14053,16547
1091,14053,7250
1092,14053,10007
1093,14053,9544
1094,13393,14380
1095,11365,10717
1096,11365,11359
1097,11365,3988
1098,11365,15400
1099,11427,7578
1100,11427,10484
1101,11464,12604
1102,11464,8297
1103,11464,4828
1104,11682,4882
1105,11682,5581
1106,7075,14845
1107,7075,10325
1108,11771,9939
1109,11771,812
1110,7748,17177
1111,7748,150
1112,11797,14724
1113,11797,13311
1114,11797,13213
1115,11797,8308
1116,11797,11578
1117,11797,17096
1118,11797,13530
1119,11797,16682
1120,11797,9274
1121,11797,16832
1122,11797,11815
1123,11797,3902
1124,11797,4464
1125,11797,15251
1126,11797,1343
1127,11797,16717
1128,11797,1847
1129,11797,482
1130,11797,8251
1131,11797,1498
1132,11797,10811
1133,11797,8285
1134,11797,11290
1135,11797,2478
1136,11797,10195
1137,11797,5499
1138,11797,13238
1139,11797,8203
1140,11797,14800
1141,11797,16978
1142,11797,6594
1143,11797,14247
1144,11797,1977
1145,11797,15119
1146,11797,5436
1147,11797,6251
1148,11797,15687
1149,11797,5113
1150,11797,5318
1151,11797,12059
1152,11797,3037
1153,11797,5813
1154,11797,852
1155,11797,8444
1156,11797,5034
1157,11797,4540
1158,11797,7374
1159,11797,8896
1160,11797,16876
1161,11797,15301
1162,11797,11467
1163,11797,578
1164,1431,916
1165,11834,17214
1166,11834,4390
1167,11834,187
1168,11834,5614
1169,11896,16516
1170,11896,4553
1171,11896,561
1172,12064,13461
1173,12064,12905
1174,12064,2460
1175,12064,16274
1176,12064,1836
1177,12064,8853
1178,12064,586
1179,12064,12692
1180,12064,11290
1181,12064,4925
1182,12064,1144
1183,12064,12208
1184,12064,15675
1185,12064,3696
1186,12064,9742
1187,12064,10145
1188,12064,16909
1189,12064,5612
1190,12064,10736
1191,12064,15858
1192,12064,8295
1193,12064,12746
1194,12064,16811
1195,12064,2236
1196,12064,4816
1197,12064,16447
1198,12064,3159
1199,12064,8714
1200,12064,10022
1201,12064,10340
1202,12064,1862
1203,12064,662
1204,12064,647
1205,12064,6854
1206,12064,215
1207,12064,8822
1208,12064,6884
1209,12064,10193
1210,12064,9413
1211,12064,9228
1212,12064,13929
1213,12064,3128
1214,12064,9289
1215,12064,16574
1216,12064,16299
1217,12064,2014
1218,12064,1292
1219,12064,4517
1220,12064,6849
1221,12064,6909
1222,12064,2121
1223,12064,7015
1224,12064,8229
1225,12064,8109
1226,12064,11511
1227,12064,1577
1228,12064,9788
1229,12064,14464
1230,12064,11991
1231,12064,3191
1232,12064,2614
1233,12064,7946
1234,12064,1847
1235,12064,11926
1236,12064,1830
1237,12064,12910
1238,12064,14814
1239,12064,8290
1240,12064,7954
1241,12064,11309
1242,12064,15718
1243,12064,5225
1244,12064,755
1245,12064,4999
1246,12064,7002
1247,12064,11314
1248,12064,199
1249,12064,10960
1250,12064,9574
1251,12064,15181
1252,12064,290
1253,12064,2966
1254,12064,10637
1255,12064,10478
1256,12064,8480
1257,12064,8765
1258,12064,14149
1259,12130,6951
1260,12130,16234
1261,12130,3940
1262,12130,135
1263,12130,2115
1264,12130,13480
1265,12130,15202
1266,12130,13073
1267,12130,9255
1268,12130,12394
1269,12130,7944
1270,12130,7877
1271,12130,16281
1272,12130,1041
1273,12130,13284
1274,12130,17166
1275,12130,495
1276,12130,10528
1277,16849,5185
1278,16849,818
1279,16849,3509
1280,16849,629
1281,16849,11368
1282,12177,10397
1283,12177,5564
1284,12177,7065
1285,12177,9762
1286,12177,3575
1287,12177,7400
1288,12177,10642
1289,12177,5433
1290,12177,15516
1291,12177,5633
1292,12177,2446
1293,12177,2250
1294,12177,6184
1295,12177,16601
1296,12177,7788
1297,12324,15929
1298,12529,1319
1299,12529,10224
1300,12529,52
1301,12529,3381
1302,12529,2895
1303,12529,2217
1304,12529,7230
1305,12529,15803
1306,12540,10132
1307,12602,15844
1308,12602,8357
1309,12602,15099
1310,12602,15249
1311,12602,14801
1312,12602,8023
1313,12602,8465
1314,12602,2259
1315,12602,15683
1316,12602,1834
1317,12602,9666
1318,12602,4482
1319,12602,10292
1320,12602,13092
1321,12602,6049
1322,12602,2670
1323,12602,7592
1324,12602,6950
1325,12602,5473
1326,12602,9079
1327,12602,620
1328,12602,7072
1329,12602,4872
1330,12602,3892
1331,12602,573
1332,12602,15672
1333,12602,4
1334,12602,7001
1335,12602,2447
1336,12602,8605
1337,12602,12653
1338,12602,749
1339,12602,11065
1340,12602,2646
1341,12656,11117
1342,12690,14547
1343,12690,14808
1344,12690,8581
1345,12690,13379
1346,12690,8006
1347,12690,8551
1348,12690,6029
1349,12690,7717
1350,9716,13093
1351,9716,15730
1352,9716,8538
1353,9716,13590
1354,9716,11234
1355,9716,8581
1356,9716,2660
1357,9716,11202
1358,9716,7717
1359,9097,12923
1360,13109,4087
1361,425,6693
1362,425,12742
1363,425,15730
1364,425,4890
1365,13461,11936
1366,13461,12064
1367,13461,1162
1368,13461,8235
1369,13461,139
1370,13461,12562
1371,13461,1783
1372,13461,994
1373,13461,5788
1374,13461,4758
1375,13461,14247
1376,13461,11731
1377,12079,23
1378,13545,454
1379,13545,2695
1380,13545,12607
1381,13545,3693
1382,13545,6468
1383,13545,6845
1384,13545,1642
1385,13545,12598
1386,13545,13026
1387,13545,4368
1388,13545,12900
1389,13545,12700
1390,13545,13508
1391,13545,6978
1392,13545,15135
1393,2306,10426
1394,2306,15753
1395,2306,2856
1396,2306,521
1397,13643,1822
1398,13669,11281
1399,13669,2339
1400,13669,953
1401,13669,6965
1402,13669,10219
1403,13669,9694
1404,13669,9619
1405,13669,3420
1406,13669,13399
1407,13669,16291
1408,13774,14347
1409,13774,10845
1410,13774,14262
1411,13774,398
1412,13774,9563
1413,13774,2288
1414,13774,13311
1415,13789,11891
1416,13789,6012
1417,13789,2660
1418,13789,7396
1419,8101,3660
1420,13878,15982
1421,12769,916
1422,12769,2654
1423,12769,13921
1424,9477,11339
1425,9477,9621
1426,14352,10252
1427,8205,694
1428,8205,15432
1429,8205,7875
1430,1062,1079
1431,1062,8900
1432,1062,8859
1433,1062,15437
1434,1062,6298
1435,1062,13222
1436,1062,6319
1437,1062,15785
1438,1062,7954
1439,1062,12122
1440,14554,269
1441,14554,14724
1442,14554,15819
1443,14634,8730
1444,14634,16931
1445,14634,12193
1446,14634,10484
1447,14634,11117
1448,14634,1896
1449,14634,5926
1450,14634,12912
1451,14634,9477
1452,14634,2050
1453,14634,17169
1454,2475,3420
1455,2475,16464
1456,2485,773
1457,2485,1534
1458,2485,11197
1459,2485,786
1460,2485,13243
1461,2485,13455
1462,2485,5614
1463,13970,3925
1464,13970,1048
1465,14740,937
1466,14740,3930
1467,14740,14845
1468,14740,6319
1469,14740,5254
1470,14740,1218
1471,14740,13193
1472,14740,12208
1473,14740,1006
1474,14815,9431
1475,14815,2251
1476,14815,3352
1477,14832,12633
1478,14870,334
1479,14881,16236
1480,14881,2895
1481,14934,1900
1482,14934,2867
1483,14934,2690
1484,14977,11202
1485,14977,15084
1486,14977,13275
1487,14977,9684
1488,14977,4101
1489,14977,16964
1490,14977,12162
1491,14977,1048
1492,14977,10201
1493,14977,3925
1494,14977,5532
1495,14977,5014
1496,14977,16995
1497,14977,11028
1498,14977,7717
1499,15013,1894
1500,15013,16747
1501,15013,2600
1502,15013,7712
1503,15013,14264
1504,15013,11117
1505,15013,359
1506,15013,9637
1507,15013,1946
1508,15013,4445
1509,15117,5318
1510,15117,16214
1511,15117,8541
1512,15117,1520
1513,15117,1154
1514,11118,10941
1515,11118,17166
1516,11118,15614
1517,11118,2690
1518,11118,1421
1519,11118,6999
1520,11118,10890
1521,11118,8060
1522,11118,11617
1523,11118,10116
1524,15295,2887
1525,15295,3179
1526,15295,7589
1527,15295,16095
1528,15295,13770
1529,15295,2488
1530,15295,16234
1531,15295,9703
1532,15295,8794
1533,15295,9174
1534,15295,12554
1535,13677,15374
1536,13677,13243
1537,13677,8181
1538,13677,10979
1539,13677,13238
1540,13677,634
1541,13677,9314
1542,15435,1907
1543,15435,3711
1544,15435,14257
1545,15435,2908
1546,15435,8900
1547,15435,501
1548,15435,4444
1549,15435,2484
1550,15435,2486
1551,15435,406
1552,15740,9544
1553,5974,2646
1554,5974,12554
1555,5974,13706
1556,5974,11837
1557,15915,14702
1558,15915,8881
1559,15915,13200
1560,15915,15690
1561,15915,7128
1562,15961,8425
1563,15961,6191
1564,15961,7870
1565,15961,14681
1566,15961,2908
1567,15984,14305
1568,9651,13377
1569,9651,423
1570,9651,2518
1571,9651,14292
1572,16425,16726
1573,16425,1232
1574,16425,5436
1575,16425,5532
1576,16425,8647
1577,16452,16218
1578,16452,13103
1579,16452,13193
1580,16452,21
1581,16452,14080
1582,16452,10373
1583,16452,12097
1584,16452,9193
1585,16452,6117
1586,16452,14369
1587,16452,3614
1588,16452,11207
1589,16452,7534
1590,16452,4439
1591,16452,3231
1592,16452,2518
1593,16452,6704
1594,16452,270
1595,16492,8605
1596,16492,11710
1597,16492,8858
1598,16492,9174
1599,16492,7683
1600,16492,3221
1601,16492,4380
1602,16492,3371
1603,16492,1900
1604,16492,13141
1605,16492,11339
1606,16492,405
1607,16492,5847
1608,16492,6216
1609,16674,13939
1610,16674,2760
1611,16674,12691
1612,16674,15748
1613,16674,1952
1614,16674,7979
1615,16674,13532
1616,16674,7468
1617,14330,16717
1618,14330,7069
1619,14330,13567
1620,14330,5082
1621,14330,2404
1622,14330,14924
1623,14330,10130
1624,14330,8133
1625,14330,16214
1626,14330,5274
1627,14330,16809
1628,14330,1565
1629,14330,14380
1630,14330,12554
1631,14330,1675
1632,14330,13049
1633,14330,1859
1634,14330,2365
1635,16748,680
1636,16793,16728
1637,16793,16119
1638,16793,9215
1639,16793,4106
1640,16793,9980
1641,16793,4729
1642,16793,16350
1643,16793,16821
1644,16793,6497
1645,16793,13473
1646,16793,5279
1647,16793,13163
1648,16793,5370
1649,16793,5893
1650,16861,5562
1651,16861,5543
1652,15173,6621
1653,15193,11245
1654,16939,9182
1655,16939,10654
1656,16939,3711
1657,16939,9533
1658,16939,14313
1659,16939,11678
1660,16939,1622
1661,16939,5572
1662,16939,8989
1663,16939,8900
1664,16939,10821
1665,16939,118
1666,16939,13223
1667,16939,651
1668,8650,10822
1669,8650,16549
1670,8650,2172
1671,17155,8831
1672,17155,10440
1673,17155,12742
1674,17155,5532
1675,17155,5727
1676,17155,4844
1677,17155,15332
1678,17155,4101
1679,17187,4042
1680,17187,1356
1681,17187,10736
1682,17187,7835
1683,34,251
1684,34,16072
